"time_id";"the_date";"the_day";"the_month";"the_year";"day_of_month";"week_of_year";"month_of_year";"quarter";"fiscal_period";"day_of_week"
437;"1997-03-12 00:00:00";"Wednesday";"March";2006;12;12;3;"Q1";"";3
438;"1997-03-13 00:00:00";"Thursday";"March";2006;13;12;3;"Q1";"";4
439;"1997-03-14 00:00:00";"Friday";"March";2006;14;12;3;"Q1";"";5
440;"1997-03-15 00:00:00";"Saturday";"March";2006;15;12;3;"Q1";"";6
441;"1997-03-16 00:00:00";"Sunday";"March";2006;16;13;3;"Q1";"";7
442;"1997-03-17 00:00:00";"Monday";"March";2006;17;13;3;"Q1";"";1
443;"1997-03-18 00:00:00";"Tuesday";"March";2006;18;13;3;"Q1";"";2
444;"1997-03-19 00:00:00";"Wednesday";"March";2006;19;13;3;"Q1";"";3
445;"1997-03-20 00:00:00";"Thursday";"March";2006;20;13;3;"Q1";"";4
446;"1997-03-21 00:00:00";"Friday";"March";2006;21;13;3;"Q1";"";5
447;"1997-03-22 00:00:00";"Saturday";"March";2006;22;13;3;"Q1";"";6
448;"1997-03-23 00:00:00";"Sunday";"March";2006;23;14;3;"Q1";"";7
449;"1997-03-24 00:00:00";"Monday";"March";2006;24;14;3;"Q1";"";1
450;"1997-03-25 00:00:00";"Tuesday";"March";2006;25;14;3;"Q1";"";2
451;"1997-03-26 00:00:00";"Wednesday";"March";2006;26;14;3;"Q1";"";3
452;"1997-03-27 00:00:00";"Thursday";"March";2006;27;14;3;"Q1";"";4
453;"1997-03-28 00:00:00";"Friday";"March";2006;28;14;3;"Q1";"";5
454;"1997-03-29 00:00:00";"Saturday";"March";2006;29;14;3;"Q1";"";6
455;"1997-03-30 00:00:00";"Sunday";"March";2006;30;15;3;"Q1";"";7
456;"1997-03-31 00:00:00";"Monday";"March";2006;31;15;3;"Q1";"";1
457;"1997-04-01 00:00:00";"Tuesday";"April";2006;1;15;4;"Q2";"";2
458;"1997-04-02 00:00:00";"Wednesday";"April";2006;2;15;4;"Q2";"";3
459;"1997-04-03 00:00:00";"Thursday";"April";2006;3;15;4;"Q2";"";4
460;"1997-04-04 00:00:00";"Friday";"April";2006;4;15;4;"Q2";"";5
461;"1997-04-05 00:00:00";"Saturday";"April";2006;5;15;4;"Q2";"";6
462;"1997-04-06 00:00:00";"Sunday";"April";2006;6;16;4;"Q2";"";7
463;"1997-04-07 00:00:00";"Monday";"April";2006;7;16;4;"Q2";"";1
464;"1997-04-08 00:00:00";"Tuesday";"April";2006;8;16;4;"Q2";"";2
465;"1997-04-09 00:00:00";"Wednesday";"April";2006;9;16;4;"Q2";"";3
466;"1997-04-10 00:00:00";"Thursday";"April";2006;10;16;4;"Q2";"";4
467;"1997-04-11 00:00:00";"Friday";"April";2006;11;16;4;"Q2";"";5
468;"1997-04-12 00:00:00";"Saturday";"April";2006;12;16;4;"Q2";"";6
469;"1997-04-13 00:00:00";"Sunday";"April";2006;13;17;4;"Q2";"";7
470;"1997-04-14 00:00:00";"Monday";"April";2006;14;17;4;"Q2";"";1
471;"1997-04-15 00:00:00";"Tuesday";"April";2006;15;17;4;"Q2";"";2
472;"1997-04-16 00:00:00";"Wednesday";"April";2006;16;17;4;"Q2";"";3
473;"1997-04-17 00:00:00";"Thursday";"April";2006;17;17;4;"Q2";"";4
474;"1997-04-18 00:00:00";"Friday";"April";2006;18;17;4;"Q2";"";5
475;"1997-04-19 00:00:00";"Saturday";"April";2006;19;17;4;"Q2";"";6
476;"1997-04-20 00:00:00";"Sunday";"April";2006;20;18;4;"Q2";"";7
477;"1997-04-21 00:00:00";"Monday";"April";2006;21;18;4;"Q2";"";1
478;"1997-04-22 00:00:00";"Tuesday";"April";2006;22;18;4;"Q2";"";2
479;"1997-04-23 00:00:00";"Wednesday";"April";2006;23;18;4;"Q2";"";3
480;"1997-04-24 00:00:00";"Thursday";"April";2006;24;18;4;"Q2";"";4
481;"1997-04-25 00:00:00";"Friday";"April";2006;25;18;4;"Q2";"";5
482;"1997-04-26 00:00:00";"Saturday";"April";2006;26;18;4;"Q2";"";6
483;"1997-04-27 00:00:00";"Sunday";"April";2006;27;19;4;"Q2";"";7
484;"1997-04-28 00:00:00";"Monday";"April";2006;28;19;4;"Q2";"";1
485;"1997-04-29 00:00:00";"Tuesday";"April";2006;29;19;4;"Q2";"";2
486;"1997-04-30 00:00:00";"Wednesday";"April";2006;30;19;4;"Q2";"";3
487;"1997-05-01 00:00:00";"Thursday";"May";2006;1;19;5;"Q2";"";4
488;"1997-05-02 00:00:00";"Friday";"May";2006;2;19;5;"Q2";"";5
489;"1997-05-03 00:00:00";"Saturday";"May";2006;3;19;5;"Q2";"";6
490;"1997-05-04 00:00:00";"Sunday";"May";2006;4;20;5;"Q2";"";7
491;"1997-05-05 00:00:00";"Monday";"May";2006;5;20;5;"Q2";"";1
492;"1997-05-06 00:00:00";"Tuesday";"May";2006;6;20;5;"Q2";"";2
493;"1997-05-07 00:00:00";"Wednesday";"May";2006;7;20;5;"Q2";"";3
494;"1997-05-08 00:00:00";"Thursday";"May";2006;8;20;5;"Q2";"";4
495;"1997-05-09 00:00:00";"Friday";"May";2006;9;20;5;"Q2";"";5
496;"1997-05-10 00:00:00";"Saturday";"May";2006;10;20;5;"Q2";"";6
497;"1997-05-11 00:00:00";"Sunday";"May";2006;11;21;5;"Q2";"";7
498;"1997-05-12 00:00:00";"Monday";"May";2006;12;21;5;"Q2";"";1
499;"1997-05-13 00:00:00";"Tuesday";"May";2006;13;21;5;"Q2";"";2
500;"1997-05-14 00:00:00";"Wednesday";"May";2006;14;21;5;"Q2";"";3
501;"1997-05-15 00:00:00";"Thursday";"May";2006;15;21;5;"Q2";"";4
502;"1997-05-16 00:00:00";"Friday";"May";2006;16;21;5;"Q2";"";5
503;"1997-05-17 00:00:00";"Saturday";"May";2006;17;21;5;"Q2";"";6
504;"1997-05-18 00:00:00";"Sunday";"May";2006;18;22;5;"Q2";"";7
505;"1997-05-19 00:00:00";"Monday";"May";2006;19;22;5;"Q2";"";1
506;"1997-05-20 00:00:00";"Tuesday";"May";2006;20;22;5;"Q2";"";2
507;"1997-05-21 00:00:00";"Wednesday";"May";2006;21;22;5;"Q2";"";3
508;"1997-05-22 00:00:00";"Thursday";"May";2006;22;22;5;"Q2";"";4
509;"1997-05-23 00:00:00";"Friday";"May";2006;23;22;5;"Q2";"";5
510;"1997-05-24 00:00:00";"Saturday";"May";2006;24;22;5;"Q2";"";6
511;"1997-05-25 00:00:00";"Sunday";"May";2006;25;23;5;"Q2";"";7
512;"1997-05-26 00:00:00";"Monday";"May";2006;26;23;5;"Q2";"";1
513;"1997-05-27 00:00:00";"Tuesday";"May";2006;27;23;5;"Q2";"";2
514;"1997-05-28 00:00:00";"Wednesday";"May";2006;28;23;5;"Q2";"";3
515;"1997-05-29 00:00:00";"Thursday";"May";2006;29;23;5;"Q2";"";4
516;"1997-05-30 00:00:00";"Friday";"May";2006;30;23;5;"Q2";"";5
517;"1997-05-31 00:00:00";"Saturday";"May";2006;31;23;5;"Q2";"";6
518;"1997-06-01 00:00:00";"Sunday";"June";2006;1;24;6;"Q2";"";7
519;"1997-06-02 00:00:00";"Monday";"June";2006;2;24;6;"Q2";"";1
520;"1997-06-03 00:00:00";"Tuesday";"June";2006;3;24;6;"Q2";"";2
521;"1997-06-04 00:00:00";"Wednesday";"June";2006;4;24;6;"Q2";"";3
522;"1997-06-05 00:00:00";"Thursday";"June";2006;5;24;6;"Q2";"";4
523;"1997-06-06 00:00:00";"Friday";"June";2006;6;24;6;"Q2";"";5
524;"1997-06-07 00:00:00";"Saturday";"June";2006;7;24;6;"Q2";"";6
525;"1997-06-08 00:00:00";"Sunday";"June";2006;8;25;6;"Q2";"";7
526;"1997-06-09 00:00:00";"Monday";"June";2006;9;25;6;"Q2";"";1
527;"1997-06-10 00:00:00";"Tuesday";"June";2006;10;25;6;"Q2";"";2
528;"1997-06-11 00:00:00";"Wednesday";"June";2006;11;25;6;"Q2";"";3
529;"1997-06-12 00:00:00";"Thursday";"June";2006;12;25;6;"Q2";"";4
530;"1997-06-13 00:00:00";"Friday";"June";2006;13;25;6;"Q2";"";5
531;"1997-06-14 00:00:00";"Saturday";"June";2006;14;25;6;"Q2";"";6
532;"1997-06-15 00:00:00";"Sunday";"June";2006;15;26;6;"Q2";"";7
533;"1997-06-16 00:00:00";"Monday";"June";2006;16;26;6;"Q2";"";1
534;"1997-06-17 00:00:00";"Tuesday";"June";2006;17;26;6;"Q2";"";2
535;"1997-06-18 00:00:00";"Wednesday";"June";2006;18;26;6;"Q2";"";3
536;"1997-06-19 00:00:00";"Thursday";"June";2006;19;26;6;"Q2";"";4
537;"1997-06-20 00:00:00";"Friday";"June";2006;20;26;6;"Q2";"";5
538;"1997-06-21 00:00:00";"Saturday";"June";2006;21;26;6;"Q2";"";6
539;"1997-06-22 00:00:00";"Sunday";"June";2006;22;27;6;"Q2";"";7
540;"1997-06-23 00:00:00";"Monday";"June";2006;23;27;6;"Q2";"";1
541;"1997-06-24 00:00:00";"Tuesday";"June";2006;24;27;6;"Q2";"";2
542;"1997-06-25 00:00:00";"Wednesday";"June";2006;25;27;6;"Q2";"";3
543;"1997-06-26 00:00:00";"Thursday";"June";2006;26;27;6;"Q2";"";4
544;"1997-06-27 00:00:00";"Friday";"June";2006;27;27;6;"Q2";"";5
545;"1997-06-28 00:00:00";"Saturday";"June";2006;28;27;6;"Q2";"";6
546;"1997-06-29 00:00:00";"Sunday";"June";2006;29;28;6;"Q2";"";7
547;"1997-06-30 00:00:00";"Monday";"June";2006;30;28;6;"Q2";"";1
548;"1997-07-01 00:00:00";"Tuesday";"July";2006;1;28;7;"Q3";"";2
549;"1997-07-02 00:00:00";"Wednesday";"July";2006;2;28;7;"Q3";"";3
550;"1997-07-03 00:00:00";"Thursday";"July";2006;3;28;7;"Q3";"";4
551;"1997-07-04 00:00:00";"Friday";"July";2006;4;28;7;"Q3";"";5
552;"1997-07-05 00:00:00";"Saturday";"July";2006;5;28;7;"Q3";"";6
553;"1997-07-06 00:00:00";"Sunday";"July";2006;6;29;7;"Q3";"";7
554;"1997-07-07 00:00:00";"Monday";"July";2006;7;29;7;"Q3";"";1
555;"1997-07-08 00:00:00";"Tuesday";"July";2006;8;29;7;"Q3";"";2
556;"1997-07-09 00:00:00";"Wednesday";"July";2006;9;29;7;"Q3";"";3
557;"1997-07-10 00:00:00";"Thursday";"July";2006;10;29;7;"Q3";"";4
558;"1997-07-11 00:00:00";"Friday";"July";2006;11;29;7;"Q3";"";5
559;"1997-07-12 00:00:00";"Saturday";"July";2006;12;29;7;"Q3";"";6
560;"1997-07-13 00:00:00";"Sunday";"July";2006;13;30;7;"Q3";"";7
561;"1997-07-14 00:00:00";"Monday";"July";2006;14;30;7;"Q3";"";1
562;"1997-07-15 00:00:00";"Tuesday";"July";2006;15;30;7;"Q3";"";2
563;"1997-07-16 00:00:00";"Wednesday";"July";2006;16;30;7;"Q3";"";3
564;"1997-07-17 00:00:00";"Thursday";"July";2006;17;30;7;"Q3";"";4
565;"1997-07-18 00:00:00";"Friday";"July";2006;18;30;7;"Q3";"";5
566;"1997-07-19 00:00:00";"Saturday";"July";2006;19;30;7;"Q3";"";6
567;"1997-07-20 00:00:00";"Sunday";"July";2006;20;31;7;"Q3";"";7
568;"1997-07-21 00:00:00";"Monday";"July";2006;21;31;7;"Q3";"";1
569;"1997-07-22 00:00:00";"Tuesday";"July";2006;22;31;7;"Q3";"";2
570;"1997-07-23 00:00:00";"Wednesday";"July";2006;23;31;7;"Q3";"";3
571;"1997-07-24 00:00:00";"Thursday";"July";2006;24;31;7;"Q3";"";4
572;"1997-07-25 00:00:00";"Friday";"July";2006;25;31;7;"Q3";"";5
573;"1997-07-26 00:00:00";"Saturday";"July";2006;26;31;7;"Q3";"";6
574;"1997-07-27 00:00:00";"Sunday";"July";2006;27;32;7;"Q3";"";7
575;"1997-07-28 00:00:00";"Monday";"July";2006;28;32;7;"Q3";"";1
576;"1997-07-29 00:00:00";"Tuesday";"July";2006;29;32;7;"Q3";"";2
577;"1997-07-30 00:00:00";"Wednesday";"July";2006;30;32;7;"Q3";"";3
578;"1997-07-31 00:00:00";"Thursday";"July";2006;31;32;7;"Q3";"";4
579;"1997-08-01 00:00:00";"Friday";"August";2006;1;32;8;"Q3";"";5
580;"1997-08-02 00:00:00";"Saturday";"August";2006;2;32;8;"Q3";"";6
581;"1997-08-03 00:00:00";"Sunday";"August";2006;3;33;8;"Q3";"";7
582;"1997-08-04 00:00:00";"Monday";"August";2006;4;33;8;"Q3";"";1
583;"1997-08-05 00:00:00";"Tuesday";"August";2006;5;33;8;"Q3";"";2
584;"1997-08-06 00:00:00";"Wednesday";"August";2006;6;33;8;"Q3";"";3
585;"1997-08-07 00:00:00";"Thursday";"August";2006;7;33;8;"Q3";"";4
586;"1997-08-08 00:00:00";"Friday";"August";2006;8;33;8;"Q3";"";5
587;"1997-08-09 00:00:00";"Saturday";"August";2006;9;33;8;"Q3";"";6
588;"1997-08-10 00:00:00";"Sunday";"August";2006;10;34;8;"Q3";"";7
589;"1997-08-11 00:00:00";"Monday";"August";2006;11;34;8;"Q3";"";1
590;"1997-08-12 00:00:00";"Tuesday";"August";2006;12;34;8;"Q3";"";2
591;"1997-08-13 00:00:00";"Wednesday";"August";2006;13;34;8;"Q3";"";3
592;"1997-08-14 00:00:00";"Thursday";"August";2006;14;34;8;"Q3";"";4
593;"1997-08-15 00:00:00";"Friday";"August";2006;15;34;8;"Q3";"";5
594;"1997-08-16 00:00:00";"Saturday";"August";2006;16;34;8;"Q3";"";6
595;"1997-08-17 00:00:00";"Sunday";"August";2006;17;35;8;"Q3";"";7
596;"1997-08-18 00:00:00";"Monday";"August";2006;18;35;8;"Q3";"";1
597;"1997-08-19 00:00:00";"Tuesday";"August";2006;19;35;8;"Q3";"";2
598;"1997-08-20 00:00:00";"Wednesday";"August";2006;20;35;8;"Q3";"";3
599;"1997-08-21 00:00:00";"Thursday";"August";2006;21;35;8;"Q3";"";4
600;"1997-08-22 00:00:00";"Friday";"August";2006;22;35;8;"Q3";"";5
601;"1997-08-23 00:00:00";"Saturday";"August";2006;23;35;8;"Q3";"";6
602;"1997-08-24 00:00:00";"Sunday";"August";2006;24;36;8;"Q3";"";7
603;"1997-08-25 00:00:00";"Monday";"August";2006;25;36;8;"Q3";"";1
604;"1997-08-26 00:00:00";"Tuesday";"August";2006;26;36;8;"Q3";"";2
605;"1997-08-27 00:00:00";"Wednesday";"August";2006;27;36;8;"Q3";"";3
606;"1997-08-28 00:00:00";"Thursday";"August";2006;28;36;8;"Q3";"";4
607;"1997-08-29 00:00:00";"Friday";"August";2006;29;36;8;"Q3";"";5
608;"1997-08-30 00:00:00";"Saturday";"August";2006;30;36;8;"Q3";"";6
609;"1997-08-31 00:00:00";"Sunday";"August";2006;31;37;8;"Q3";"";7
610;"1997-09-01 00:00:00";"Monday";"September";2006;1;37;9;"Q3";"";1
611;"1997-09-02 00:00:00";"Tuesday";"September";2006;2;37;9;"Q3";"";2
612;"1997-09-03 00:00:00";"Wednesday";"September";2006;3;37;9;"Q3";"";3
613;"1997-09-04 00:00:00";"Thursday";"September";2006;4;37;9;"Q3";"";4
614;"1997-09-05 00:00:00";"Friday";"September";2006;5;37;9;"Q3";"";5
615;"1997-09-06 00:00:00";"Saturday";"September";2006;6;37;9;"Q3";"";6
616;"1997-09-07 00:00:00";"Sunday";"September";2006;7;38;9;"Q3";"";7
617;"1997-09-08 00:00:00";"Monday";"September";2006;8;38;9;"Q3";"";1
618;"1997-09-09 00:00:00";"Tuesday";"September";2006;9;38;9;"Q3";"";2
619;"1997-09-10 00:00:00";"Wednesday";"September";2006;10;38;9;"Q3";"";3
620;"1997-09-11 00:00:00";"Thursday";"September";2006;11;38;9;"Q3";"";4
621;"1997-09-12 00:00:00";"Friday";"September";2006;12;38;9;"Q3";"";5
622;"1997-09-13 00:00:00";"Saturday";"September";2006;13;38;9;"Q3";"";6
623;"1997-09-14 00:00:00";"Sunday";"September";2006;14;39;9;"Q3";"";7
624;"1997-09-15 00:00:00";"Monday";"September";2006;15;39;9;"Q3";"";1
625;"1997-09-16 00:00:00";"Tuesday";"September";2006;16;39;9;"Q3";"";2
626;"1997-09-17 00:00:00";"Wednesday";"September";2006;17;39;9;"Q3";"";3
627;"1997-09-18 00:00:00";"Thursday";"September";2006;18;39;9;"Q3";"";4
628;"1997-09-19 00:00:00";"Friday";"September";2006;19;39;9;"Q3";"";5
629;"1997-09-20 00:00:00";"Saturday";"September";2006;20;39;9;"Q3";"";6
630;"1997-09-21 00:00:00";"Sunday";"September";2006;21;40;9;"Q3";"";7
631;"1997-09-22 00:00:00";"Monday";"September";2006;22;40;9;"Q3";"";1
632;"1997-09-23 00:00:00";"Tuesday";"September";2006;23;40;9;"Q3";"";2
633;"1997-09-24 00:00:00";"Wednesday";"September";2006;24;40;9;"Q3";"";3
634;"1997-09-25 00:00:00";"Thursday";"September";2006;25;40;9;"Q3";"";4
635;"1997-09-26 00:00:00";"Friday";"September";2006;26;40;9;"Q3";"";5
636;"1997-09-27 00:00:00";"Saturday";"September";2006;27;40;9;"Q3";"";6
637;"1997-09-28 00:00:00";"Sunday";"September";2006;28;41;9;"Q3";"";7
638;"1997-09-29 00:00:00";"Monday";"September";2006;29;41;9;"Q3";"";1
639;"1997-09-30 00:00:00";"Tuesday";"September";2006;30;41;9;"Q3";"";2
640;"1997-10-01 00:00:00";"Wednesday";"October";2006;1;41;10;"Q4";"";3
641;"1997-10-02 00:00:00";"Thursday";"October";2006;2;41;10;"Q4";"";4
642;"1997-10-03 00:00:00";"Friday";"October";2006;3;41;10;"Q4";"";5
643;"1997-10-04 00:00:00";"Saturday";"October";2006;4;41;10;"Q4";"";6
644;"1997-10-05 00:00:00";"Sunday";"October";2006;5;42;10;"Q4";"";7
645;"1997-10-06 00:00:00";"Monday";"October";2006;6;42;10;"Q4";"";1
646;"1997-10-07 00:00:00";"Tuesday";"October";2006;7;42;10;"Q4";"";2
647;"1997-10-08 00:00:00";"Wednesday";"October";2006;8;42;10;"Q4";"";3
648;"1997-10-09 00:00:00";"Thursday";"October";2006;9;42;10;"Q4";"";4
649;"1997-10-10 00:00:00";"Friday";"October";2006;10;42;10;"Q4";"";5
650;"1997-10-11 00:00:00";"Saturday";"October";2006;11;42;10;"Q4";"";6
651;"1997-10-12 00:00:00";"Sunday";"October";2006;12;43;10;"Q4";"";7
652;"1997-10-13 00:00:00";"Monday";"October";2006;13;43;10;"Q4";"";1
653;"1997-10-14 00:00:00";"Tuesday";"October";2006;14;43;10;"Q4";"";2
654;"1997-10-15 00:00:00";"Wednesday";"October";2006;15;43;10;"Q4";"";3
655;"1997-10-16 00:00:00";"Thursday";"October";2006;16;43;10;"Q4";"";4
656;"1997-10-17 00:00:00";"Friday";"October";2006;17;43;10;"Q4";"";5
657;"1997-10-18 00:00:00";"Saturday";"October";2006;18;43;10;"Q4";"";6
658;"1997-10-19 00:00:00";"Sunday";"October";2006;19;44;10;"Q4";"";7
659;"1997-10-20 00:00:00";"Monday";"October";2006;20;44;10;"Q4";"";1
660;"1997-10-21 00:00:00";"Tuesday";"October";2006;21;44;10;"Q4";"";2
661;"1997-10-22 00:00:00";"Wednesday";"October";2006;22;44;10;"Q4";"";3
662;"1997-10-23 00:00:00";"Thursday";"October";2006;23;44;10;"Q4";"";4
663;"1997-10-24 00:00:00";"Friday";"October";2006;24;44;10;"Q4";"";5
664;"1997-10-25 00:00:00";"Saturday";"October";2006;25;44;10;"Q4";"";6
665;"1997-10-26 00:00:00";"Sunday";"October";2006;26;45;10;"Q4";"";7
666;"1997-10-27 00:00:00";"Monday";"October";2006;27;45;10;"Q4";"";1
667;"1997-10-28 00:00:00";"Tuesday";"October";2006;28;45;10;"Q4";"";2
668;"1997-10-29 00:00:00";"Wednesday";"October";2006;29;45;10;"Q4";"";3
669;"1997-10-30 00:00:00";"Thursday";"October";2006;30;45;10;"Q4";"";4
670;"1997-10-31 00:00:00";"Friday";"October";2006;31;45;10;"Q4";"";5
671;"1997-11-01 00:00:00";"Saturday";"November";2006;1;45;11;"Q4";"";6
672;"1997-11-02 00:00:00";"Sunday";"November";2006;2;46;11;"Q4";"";7
673;"1997-11-03 00:00:00";"Monday";"November";2006;3;46;11;"Q4";"";1
674;"1997-11-04 00:00:00";"Tuesday";"November";2006;4;46;11;"Q4";"";2
675;"1997-11-05 00:00:00";"Wednesday";"November";2006;5;46;11;"Q4";"";3
676;"1997-11-06 00:00:00";"Thursday";"November";2006;6;46;11;"Q4";"";4
677;"1997-11-07 00:00:00";"Friday";"November";2006;7;46;11;"Q4";"";5
678;"1997-11-08 00:00:00";"Saturday";"November";2006;8;46;11;"Q4";"";6
679;"1997-11-09 00:00:00";"Sunday";"November";2006;9;47;11;"Q4";"";7
680;"1997-11-10 00:00:00";"Monday";"November";2006;10;47;11;"Q4";"";1
681;"1997-11-11 00:00:00";"Tuesday";"November";2006;11;47;11;"Q4";"";2
682;"1997-11-12 00:00:00";"Wednesday";"November";2006;12;47;11;"Q4";"";3
683;"1997-11-13 00:00:00";"Thursday";"November";2006;13;47;11;"Q4";"";4
684;"1997-11-14 00:00:00";"Friday";"November";2006;14;47;11;"Q4";"";5
685;"1997-11-15 00:00:00";"Saturday";"November";2006;15;47;11;"Q4";"";6
686;"1997-11-16 00:00:00";"Sunday";"November";2006;16;48;11;"Q4";"";7
687;"1997-11-17 00:00:00";"Monday";"November";2006;17;48;11;"Q4";"";1
688;"1997-11-18 00:00:00";"Tuesday";"November";2006;18;48;11;"Q4";"";2
